KH_ID,GioiTinh,QueQuan,NamHocThu,ChuyenNganh,NgheNghiepGiaDinh,ChiTieuHangThang,ThoiGianSuDung,MucDichSuDungLaptop,MucDoHaiLong,YeuToThuongHieuSP,YeuToCauHinh,YeuToTocDoXuLy,YeuToGia,YeuToThietKe,YeuToUyTinNhaBanle,YeuToBaoMat,YeuToBaoHanh,YeuToKhuyenMai
CTM1993,Nữ,Quảng Trị,Năm 3,Quản trị dịch vụ du lịch và lữ hành,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,3,3,4,2,4,3,4,3
CTM20028,Nam,Đà Nẵng,Năm 3,Quản trị kinh doanh,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,4,4,4,4,4,4,4,1
CTM20058,Nam,Đắk Nông,Năm 2,Toán kinh tế,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,2,5,5,4,2,3,2,5,4
CTM20079,Nữ,Đắk Nông,Năm 1,Kinh tế phát triển,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,Học tập,3,4,2,2,4,4,3,3,3,4
CTM20090,Nam,Đà Nẵng,Năm 3,Hệ thống thông tin quản lý,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,5,5,5,4,1,2,3,5,4
CTM20173,Nữ,Gia Lai,Năm 2,Thương mại,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc",4,4,3,4,4,3,4,2,4,4
CTM20230,Nam,Hồ Chí Minh,Năm 1,Ngoại thương,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,4,4,4,5,4,3,5,4
CTM20315,Nữ,Hồ Chí Minh,Năm 3,Ngoại thương,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,3,3,4,5,5,4,5,4
CTM20323,Nam,Hồ Chí Minh,Năm 2,Ngoại thương,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Làm việc, Chơi game",4,5,4,4,4,5,2,4,2,3
CTM20540,Nam,Gia Lai,Năm 4,Quản trị kinh doanh,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,5,5,5,3,5,2,5,4
CTM2070,Nam,Quảng Trị,Năm 3,Quản trị Marketing,Nông dân,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,5,5,5,5,5,5,5,5
CTM20707,Nam,Đà Nẵng,Năm 1,Thương mại điện tử,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,4,4,3,4,3,3,3,2
CTM20718,Nam,Quảng Ngãi,Năm 2,Tài chính doanh nghiệp,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Chơi game, Khác",4,2,3,3,4,3,5,3,5,5
CTM20814,Nữ,Quảng Ngãi,Năm 1,Quản trị khách sạn,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web), Khác",4,3,4,5,5,4,4,5,4,4
CTM20833,Nữ,Quảng Nam,Năm 4,Quản trị dịch vụ du lịch và lữ hành,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc",3,4,3,3,4,4,3,4,3,3
CTM21009,Nữ,Đắk Nông,Năm 1,Thương mại,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc",4,2,3,3,5,1,1,1,4,5
CTM21071,Nữ,Bình Định,Năm 1,Truyền thông Marketing,Nông dân,Dưới 1.500.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,4,3,4,3,4,4,4,3
CTM21176,Nữ,Thừa Thiên Huế,Năm 2,Kiểm toán,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,3,2,2,3,4,3,4,2,3,4
CTM21431,Nữ,Hồ Chí Minh,Năm 1,Ngoại thương,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,3,3,3,5,5,5,4,3
CTM21632,Nam,Đắk Nông,Năm 3,Hệ thống thông tin quản lý,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,5,5,5,2,5,3,4,5
CTM21656,Nữ,Nghệ An,Năm 2,Truyền thông Marketing,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc",5,5,5,5,5,5,5,5,5,5
CTM21744,Nữ,Đà Nẵng,Năm 4,Thương mại,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,3,3,3,3,3,3,3,3
CTM21850,Nam,Quảng Nam,Năm 1,Hệ thống thông tin quản lý,Nông dân,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,Học tập,4,3,5,5,5,3,4,2,4,4
CTM21852,Nam,Nghệ An,Năm 3,Quản trị kinh doanh,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,4,4,4,5,4,5,4,3
CTM22014,Nam,Hồ Chí Minh,Năm 2,Ngoại thương,Nhân viên văn phòng,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game",4,2,4,5,4,4,3,2,3,4
CTM22029,Nữ,Nghệ An,Năm 2,Truyền thông Marketing,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc",5,5,3,3,4,5,3,4,3,4
CTM22077,Nữ,Hồ Chí Minh,Năm 3,Toán kinh tế,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",4,2,5,5,4,3,5,4,5,5
CTM22108,Nữ,Hà Tĩnh,Năm 2,Thương mại,Nông dân,Dưới 1.500.000,Từ 1 năm đến 2 năm,Học tập,4,4,2,3,5,4,4,2,4,5
CTM22260,Nam,Đắk Lắk,Năm 3,Ngoại thương,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,4,4,5,1,4,1,4,4
CTM22262,Nam,Hồ Chí Minh,Năm 2,Quản trị dịch vụ du lịch và lữ hành,Công chức nhà nước,Trên 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,5,5,5,5,5,5,5,5
CTM2227,Nam,Quảng Nam,Năm 3,Kinh tế đầu tư,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web), Khác",4,3,4,3,3,3,3,3,3,3
CTM22331,Nam,Quảng Trị,Năm 2,Hệ thống thông tin quản lý,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,5,5,5,2,2,4,4,4
CTM22356,Nữ,Quảng Bình,Năm 3,Quản trị dịch vụ du lịch và lữ hành,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",4,5,2,3,4,4,3,1,4,4
CTM22523,Nữ,Đắk Lắk,Năm 2,Kinh tế,Nông dân,Dưới 1.500.000,Từ 1 năm đến 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",4,2,2,2,4,3,4,1,5,5
CTM22656,Nam,Hồ Chí Minh,Năm 2,Toán kinh tế,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game",5,4,5,5,4,3,3,4,5,5
CTM22763,Nữ,Bình Định,Năm 1,Thương mại,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,Học tập,4,4,5,5,3,3,4,5,5,2
CTM22766,Nam,Hồ Chí Minh,Năm 4,Quản trị Marketing,Nhân viên văn phòng,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,5,4,4,5,5,2,2,2,4
CTM22814,Nữ,Bình Định,Năm 1,Ngoại thương,Nông dân,Dưới 1.500.000,Từ 6 tháng - 1 năm,Học tập,5,4,5,5,5,5,5,5,5,4
CTM22841,Nữ,Hà Tĩnh,Năm 4,Kế toán,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",3,4,2,3,4,3,4,2,4,4
CTM22868,Nam,Đắk Nông,Năm 4,Toán kinh tế,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,4,4,4,3,4,4,4,4
CTM2301,Nam,Hà Tĩnh,Năm 2,Ngoại thương,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,4,4,4,5,3,3,3,4
CTM23280,Nam,Quảng Nam,Năm 4,Thương mại điện tử,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,5,5,5,4,4,5,5
CTM23314,Nam,Đà Nẵng,Năm 3,Toán kinh tế,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Chơi game",4,3,5,5,4,2,3,2,4,5
CTM23594,Nữ,Quảng Nam,Năm 2,Thương mại điện tử,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",4,4,3,3,4,2,4,2,4,4
CTM23603,Nữ,Đắk Lắk,Năm 2,Ngân hàng,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,2,3,4,2,4,3,4,4
CTM23614,Nam,Kon Tum,Năm 3,Hệ thống thông tin quản lý,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,5,5,4,3,4,3,5,5
CTM23643,Nữ,Gia Lai,Năm 2,Kế toán,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,4,3,3,3,3,3,3,3
CTM23666,Nữ,Quảng Trị,Năm 2,Thương mại,Nông dân,Dưới 1.500.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,2,3,3,4,3,4,2,3,4
CTM23705,Nam,Quảng Nam,Năm 3,Thương mại,Nông dân,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game",3,3,4,5,4,1,1,1,4,4
CTM23866,Nữ,Đà Nẵng,Năm 3,Ngoại thương,Kinh doanh tự do,Trên 5.000.000,Từ 6 tháng - 1 năm,"Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,5,5,5,5,5,5,5,5
CTM23958,Nam,Quảng Nam,Năm 4,Hệ thống thông tin quản lý,Nông dân,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,5,5,3,2,5,4,5,4
CTM23967,Nữ,Nghệ An,Năm 3,Truyền thông Marketing,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Dưới 6 tháng,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,4,4,5,5,5,3,3,5
CTM24010,Nữ,Đắk Lắk,Năm 2,Luật,Nông dân,Dưới 1.500.000,Từ 1 năm đến 2 năm,Học tập,3,3,2,3,3,4,3,3,4,4
CTM24175,Nữ,Gia Lai,Năm 2,Ngân hàng,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,3,3,2,3,4,3,4,2,4,4
CTM24176,Nữ,Đắk Lắk,Năm 3,Thương mại điện tử,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,5,4,3,4,4,4,3,2,4,4
CTM24272,Nữ,Đắk Nông,Năm 4,Luật,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",4,4,2,4,3,3,4,3,4,3
CTM24470,Nữ,Quảng Trị,Năm 2,Quản trị dịch vụ du lịch và lữ hành,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,3,5,5,4,4,5,4,3,4
CTM24581,Nữ,Bình Định,Năm 1,Kinh tế phát triển,Nông dân,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,Học tập,4,3,3,3,3,3,3,3,3,3
CTM24654,Nam,Đà Nẵng,Năm 4,Thương mại,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,3,4,3,4,3,2,3,4
CTM24681,Nữ,Hồ Chí Minh,Năm 2,Quan hệ công chúng,Nhân viên văn phòng,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,4,4,3,3,4,5,4,2,4,5
CTM24725,Nam,Quảng Nam,Năm 2,Kiểm toán,Nông dân,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,3,3,3,4,3,4,3,4,4
CTM24874,Nữ,Quảng Nam,Năm 2,Kế toán,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,Học tập,4,2,2,3,4,2,2,4,3,4
CTM25011,Nam,Hồ Chí Minh,Năm 2,Luật kinh tế,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game",5,5,5,4,4,3,3,4,4,4
CTM25081,Nam,Nghệ An,Năm 3,Hệ thống thông tin quản lý,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Chơi game",4,3,5,5,4,2,3,4,5,4
CTM25243,Nữ,Quảng Nam,Năm 3,Kế toán,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",3,4,3,3,4,3,3,2,4,4
CTM25322,Nữ,Hồ Chí Minh,Năm 4,Ngoại thương,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,2,3,3,3,4,2,3,4,4
CTM25338,Nữ,Đà Nẵng,Năm 2,Luật kinh tế,Kinh doanh tự do,Trên 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,3,4,4,3,4,4,4,3
CTM25379,Nam,Bình Định,Năm 1,Ngoại thương,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,4,4,4,2,3,3,3,2
CTM25412,Nữ,Quảng Bình,Năm 4,Thương mại,Nông dân,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,3,3,4,4,4,3,4,3
CTM25448,Nữ,Quảng Nam,Năm 1,Quản trị tài chính,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,3,3,5,2,2,1,4,5
CTM25600,Nữ,Phú Yên,Năm 1,Quản trị khách sạn,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,5,5,5,5,5,5,5,5
CTM25920,Nam,Bình Định,Năm 3,Thương mại,Nông dân,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,Làm việc,4,3,3,3,3,3,3,3,3,3
CTM26103,Nữ,Đắk Nông,Năm 3,Quản trị tài chính,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,2,2,4,4,2,2,4,5
CTM26427,Nam,Quảng Nam,Năm 4,Thương mại,Nhân viên văn phòng,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game",3,4,4,4,4,2,2,2,3,4
CTM26608,Nam,Quảng Nam,Năm 3,Ngoại thương,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Chơi game",3,4,2,4,3,4,4,2,4,4
CTM26612,Nữ,Quảng Nam,Năm 2,Quản trị kinh doanh,Nhân viên văn phòng,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,4,2,3,3,4,3,2
CTM26725,Nữ,Hà Tĩnh,Năm 3,Thương mại,Nông dân,Dưới 1.500.000,Trên 2 năm,"Học tập, Làm việc",4,5,2,3,5,2,3,2,4,5
CTM26733,Nữ,Hà Tĩnh,Năm 1,Thương mại điện tử,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,Học tập,5,4,3,4,5,2,4,2,4,5
CTM26851,Nữ,Quảng Trị,Năm 4,Kiểm toán,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",2,4,2,2,4,4,2,2,2,3
CTM27059,Nữ,Hồ Chí Minh,Năm 4,Truyền thông Marketing,Nhân viên văn phòng,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,3,3,3,3,3,3,3,3,3
CTM27077,Nữ,Đắk Nông,Năm 2,Quản trị kinh doanh,Nhân viên văn phòng,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,5,5,5,4,5,3,3,4,4
CTM27124,Nữ,Quảng Ngãi,Năm 4,Luật,Nông dân,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,4,4,4,3,3,3,3
CTM27211,Nữ,Bình Định,Năm 4,Thương mại,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,3,4,4,4,5,3,5,5
CTM27254,Nữ,Quảng Nam,Năm 3,Toán kinh tế,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,5,5,5,5,4,5,5,5
CTM27318,Nữ,Đà Nẵng,Năm 1,Quản trị chuỗi cung ứng,Kinh doanh tự do,Trên 5.000.000,Dưới 6 tháng,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,3,4,4,4,3,4,4,4,3
CTM27356,Nữ,Bình Định,Năm 1,Thương mại,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,5,1,1,1,1,1,1,1,1,1
CTM275,Nữ,Đắk Lắk,Năm 4,Luật,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",2,5,5,5,5,3,4,3,5,5
CTM27743,Nữ,Quảng Bình,Năm 4,Quản trị dịch vụ du lịch và lữ hành,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,2,3,4,5,3,5,5,5
CTM27799,Nữ,Quảng Trị,Năm 1,Kế toán,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",4,2,2,3,4,3,2,3,3,4
CTM27804,Nữ,Quảng Nam,Năm 1,Ngoại thương,Nông dân,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,4,4,3,3,3,4,4,4
CTM27862,Nam,Đắk Lắk,Năm 3,Thương mại điện tử,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",2,2,4,4,5,1,2,1,3,4
CTM27929,Nữ,Quảng Nam,Năm 4,Thương mại,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",3,4,5,5,4,4,4,4,4,4
CTM27977,Nữ,Thanh Hóa,Năm 4,Thương mại điện tử,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,5,5,3,4,3,4,5
CTM28109,Nữ,Thừa Thiên Huế,Năm 2,Toán kinh tế,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,2,5,5,4,5,3,4,5,5
CTM28454,Nữ,Đắk Lắk,Năm 3,Truyền thông Marketing,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",4,4,2,3,3,4,2,3,4,3
CTM28612,Nữ,Hồ Chí Minh,Năm 3,Ngoại thương,Nhân viên văn phòng,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,3,3,3,4,5,5,5,4,5
CTM28703,Nữ,Hồ Chí Minh,Năm 3,Ngoại thương,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,3,3,3,5,5,4,4,3
CTM28761,Nữ,Hồ Chí Minh,Năm 1,Luật kinh tế,Nhân viên văn phòng,Trên 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,5,5,5,5,5,5,5,5
CTM28763,Nữ,Đà Nẵng,Năm 1,Quản trị khách sạn,Nhân viên văn phòng,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,Làm việc,4,4,4,4,4,4,4,4,4,4
CTM28796,Nữ,Hồ Chí Minh,Năm 4,Quản trị khách sạn,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,5,5,5,4,4,4,4,4
CTM28803,Nam,Đà Nẵng,Năm 3,Kiểm toán,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Chơi game",3,2,3,4,3,2,3,2,3,4
CTM28823,Nữ,Hồ Chí Minh,Năm 3,Ngoại thương,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",5,4,2,3,4,4,2,3,3,4
CTM29062,Nữ,Đà Nẵng,Năm 3,Quản trị Marketing,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web), Khác",5,4,5,5,3,4,3,3,4,3
CTM29067,Nữ,Thừa Thiên Huế,Năm 3,Thương mại,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,Học tập,4,4,3,4,4,3,2,3,5,4
CTM29174,Nam,Gia Lai,Năm 3,Ngoại thương,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,4,3,2,2,3,3,3,2
CTM29357,Nam,Quảng Nam,Năm 1,Hệ thống thông tin quản lý,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc",4,3,5,5,4,2,3,3,4,3
CTM29445,Nữ,Đắk Lắk,Năm 4,Quản trị tài chính,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,2,3,4,3,4,3,4,4
CTM29460,Nữ,Gia Lai,Năm 4,Thương mại,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,5,4,5,3,4,3,4,4
CTM29531,Nam,Hồ Chí Minh,Năm 3,Quản trị dịch vụ du lịch và lữ hành,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc",5,2,3,3,4,5,5,5,5,5
CTM29644,Nữ,Phú Yên,Năm 1,Truyền thông Marketing,Nông dân,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,3,4,4,4,4,3,4,3
CTM2975,Nữ,Thừa Thiên Huế,Năm 2,Quản trị khách sạn,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,4,4,2,3,4,3,2,4,3,3
CTM29937,Nữ,Phú Yên,Năm 3,Ngoại thương,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Dưới 6 tháng,"Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,4,3,3,4,4,5,5,3
CTM30017,Nam,Thanh Hóa,Năm 2,Luật,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,2,4,4,5,2,4,3,4,4
